,Amitabh Bachchan,Madhuri Dixit,Gulshan Grover,Rekha,Hrithik Roshan,Kajol,Dharmendra,Sridevi,Juhi Chawla,Hema Malini,Sanjay Dutt,Kareena Kapoor,Karisma Kapoor,Preity Zinta,Jackie Shroff,Salman Khan,Twinkle Khanna,Tabu,Shakti Kapoor,Urmila Matondkar,Nana Patekar,Sonali Bendre,Fardeen Khan,Aftab Shivdasani,Tinnu Anand,Raj Babbar,Aruna Irani,Abhishek Bachchan,Mohnish Behl,Manoj Bajpayee,Bipasha Basu,Jaya Bachchan,Bhagyashree Patwardhan,Jaspal Bhatti,Rahul Bose,Mithun Chakraborty,Mahima Chaudhry,Bhoomika Chawla,Randhir Kapoor,Nandita Das,Danny Denzongpa,Bobby Deol,Esha Deol,Sunny Deol,Mukul Dev,Rahul Dev,Prabhu Deva,Ajay Devgn,Poonam Dhillon,Avtar Gill,Vikram Gokhale,Govinda,Milind Gunaji,Kamal Haasan,Vrajesh Hirjee,Randeep Hooda,Jaaved Jaaferi,Farida Jalal,Jaya Prada,Jeetendra,Sharman Joshi,Kader Khan,Dimple Kapadia,Anil Kapoor,Annu Kapoor,Rajat Kapoor,Rishi Kapoor,Supriya Karnik,Kunal Kemmu,Aamir Khan,Arbaaz Khan,Arshad Warsi,Feroz Khan,Irrfan Khan,Saif Ali Khan,Shah Rukh Khan,Sohail Khan,Akshaye Khanna,Mukesh Khanna,Vinod Khanna,Kulbhushan Kharbanda,Sachin Khedekar,Anupam Kher,Manisha Koirala,Isha Koppikar,Atul Kulkarni,Akshay Kumar,Johny Lever,Madhavan,Pawan Malhotra,Sanjay Mishra,Rani Mukerji,Govind Namdeo,Nassar,Neelam Kothari,Manoj Pahwa,Chunky Pandey,Ameesha Patel,Vinay Pathak,Prakash Raj,Amrish Puri,Om Puri,Vijay Raaz,Aishwarya Rai Bachchan,Rajinikanth,Paresh Rawal,Fatima Sana Shaikh,Raima Sen,Sushmita Sen,Naseeruddin Shah,Farooq Shaikh,Kim Sharma,Rajesh Sharma,Jimmy Shergill,Shilpa Shetty Kundra,Suniel Shetty,Saurabh Shukla,Chandrachur Singh,Neetu Singh,Raveena Tandon,Mukesh Tiwari,Ashish Vidyarthi,Gracy Singh,Tusshar Kapoor,Arjun Rampal,Aashish Chaudhary,Yashpal Sharma,Alia Bhatt,Farhan Akhtar,Rajpal Naurang Yadav,Vivek Oberoi,Lara Dutta,Dia Mirza,Riya Sen,Amrita Arora,Aarti Chhabria,Amrita Rao,Sameera Reddy,Boman Irani,Neha Dhupia,Katrina Kaif,Priyanka Chopra Jonas,Konkona Sen Sharma,Koena Mitra,Ranvir Shorey,Manoj Joshi,Rimi Sen,Samir Soni,Uday Tikekar,Sunny Leone,Riteish Deshmukh,Genelia D'Souza,Zayed Khan,John Abraham,Mallika Sherawat,Shriya Saran,Shahid Kapoor,Celina Jaitly,Sonu Sood,Imran Khan,Emraan Hashmi,Vipin Sharma,Gul Panag,Iqbal Khan,Nayanthara,Raju Srivastava,Kunal Kapoor,Nawazuddin Siddiqui,Shruti Haasan,Ranbir Kapoor,Karishma Tanna,Prabhas,Shreyas Talpade,Soha Ali Khan,Chitrangda Singh,Neil Nitin Mukesh,Ayesha Takia,Vidya Balan,Ashwini Kalsekar,Arjun Kapoor,Asin Thottumkal,Upendra Limaye,Sneha Ullal,Vatsal Sheth,Sophiya Chaudhary,Abhay Deol,Tanushree Dutta,Nimrat Kaur,Kay Kay Menon,Tamannaah Bhatia,Manjari Fadnnis,Minissha Lamba,Sonam Kapoor,Deepika Padukone,Kangana Ranaut,Govardhan Asrani,Sunny Singh,Daisy Shah,Krishna Abhishek,Ileana D'Cruz,Radhika Apte,Aditi Rao Hydari,Nushrratt Bharuccha,Kajal Aggarwal,Jacqueline Fernandez,Pankaj Tripathi,Fawad Khan,Mahie Gill,Bruna Abdullah,Prateik Babbar,Anushka Sharma,Adah Sharma,Aditya Roy Kapoor,Richa Chadha,Kalki Koechlin,Nivetha Thomas,Sidharth Malhotra,Varun Dhawan,Amy Jackson,Esha Gupta,Sudesh Lehri,Sana Khan,Shraddha Kapoor,Samantha Ruth Prabhu,Lisa Haydon,Nargis Fakhri,Kriti Kharbanda,Kainaat Arora,Zareen Khan,Tahir Raj Bhasin,Sushant Singh Rajput,Rajkummar Rao,Ranveer Singh,Sonakshi Sinha,Taapsee Pannu,Sunny Kaushal,Anil Charanjeett,Yami Gautam,Kartik Aaryan,Parineeti Chopra,Sonalee Kulkarni,Vidyut Jammwal,Mouni Roy,Saqib Saleem,Freddy Daruwala,Ayushmann Khurrana,Huma Qureshi,Pulkit Samrat,Lavanya Tripathi,Pooja Hegde,Kriti Sanon,Vikrant Massey,Rhea Chakraborty,Amyra Dastur,Vaani Kapoor,Vicky Kaushal,Urvashi Rautela,Tiger Shroff,Kapil Sharma,Bhumi Pednekar,Kiara Advani,Nora Fatehi,Shriya Pilgaonkar,Mrunal Thakur,Athiya Shetty,Sanya Malhotra,Alaya F,Disha Patani,Sobhita Dhulipala,Siddhant Chaturvedi,Mehreen Pirzada,Nidhhi Agerwal,Rashmika Mandanna,Sara Ali Khan,Janhvi Kapoor
Sanjay Mishra,5,3,4,0,0,2,2,0,4,0,9,5,0,2,8,6,1,4,11,2,5,1,3,3,8,2,1,4,0,3,3,0,2,2,0,8,1,1,0,0,2,3,2,4,6,2,1,16,0,6,1,5,2,0,20,2,9,4,0,0,3,2,1,4,4,6,0,2,2,1,0,10,1,9,3,7,1,1,2,1,4,5,10,2,1,1,8,17,3,1,0,3,11,0,0,16,8,2,5,3,1,9,18,3,0,10,0,1,0,3,0,1,5,6,2,4,15,4,0,1,26,2,0,9,0,3,8,0,0,23,3,0,1,3,3,0,3,2,9,4,1,3,1,1,6,17,2,0,3,2,6,0,1,1,4,1,1,5,0,1,2,1,1,0,0,2,0,5,2,1,1,0,10,1,1,2,0,2,10,0,1,0,0,1,0,0,0,0,6,0,0,3,1,1,0,8,0,1,1,2,0,1,1,0,3,7,0,1,0,1,0,0,0,1,0,0,2,2,0,3,2,2,2,0,1,3,1,0,0,0,1,1,1,5,0,0,5,1,2,2,0,3,0,0,0,1,1,0,1,1,2,1,0,0,0,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rani Mukerji,8,0,4,0,2,6,1,0,3,4,2,6,0,7,3,8,0,1,4,0,0,2,0,0,3,3,0,7,3,2,2,3,1,0,0,0,1,0,0,0,0,3,2,1,0,1,0,4,1,4,2,4,2,1,1,1,1,6,0,0,0,1,0,4,0,1,2,0,0,5,1,0,0,0,7,13,1,1,0,0,2,2,6,2,3,1,2,10,1,1,3,0,0,1,1,1,0,2,3,0,3,6,1,1,0,3,0,0,2,2,0,0,2,2,0,2,4,0,0,2,2,3,0,1,1,0,2,0,1,3,2,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,3,1,1,1,0,1,3,1,0,0,0,0,0,1,4,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Govind Namdeo,4,3,6,3,0,1,1,0,2,1,1,1,2,1,9,4,0,5,12,3,1,2,3,2,5,4,2,2,2,4,2,0,2,0,1,5,3,0,2,1,5,2,0,5,0,1,3,7,1,6,7,3,10,0,4,2,0,9,1,0,4,5,1,5,3,2,2,1,1,1,4,3,0,3,2,1,1,1,2,2,5,4,12,5,2,5,4,11,1,0,11,0,0,2,0,7,3,1,2,3,9,17,9,1,0,5,1,2,2,3,0,0,4,3,3,3,5,1,0,4,16,3,1,1,1,2,13,0,0,15,1,0,3,1,1,3,0,0,1,1,1,1,1,0,1,11,1,3,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,2,0,2,1,1,0,0,1,0,0,2,1,1,6,1,0,3,1,0,0,0,0,0,1,0,0,0,0,1,1,7,0,2,1,0,0,1,0,1,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nassar,3,0,1,0,0,1,0,0,0,1,0,1,0,0,2,1,0,4,0,0,1,2,0,2,2,0,0,1,0,2,0,0,1,0,1,1,0,2,1,0,0,0,0,0,1,14,15,0,1,1,1,0,1,19,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,5,2,4,3,3,2,2,5,0,0,1,2,0,0,2,0,2,1,48,2,5,2,4,7,2,1,2,0,2,0,1,0,0,1,0,5,0,0,0,3,15,1,0,1,0,2,0,1,1,1,3,0,2,0,0,1,2,0,0,0,1,1,0,1,0,1,0,0,1,1,4,0,0,1,10,0,0,13,0,0,0,0,0,8,0,0,3,9,0,0,4,0,0,0,1,0,2,0,0,2,0,2,0,1,0,0,0,1,12,1,0,0,1,1,0,0,2,0,2,3,0,1,8,2,0,0,0,0,0,0,2,0,0,0,2,1,0,3,1,0,1,0,4,1,1,0,0,1,0,0,1,0,1,5,0,0,3,0,0,0,1,0,0,0,1,1,0,3,4,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,5,0,0,0,0
Neelam Kothari,2,1,14,1,0,1,4,2,0,0,5,0,1,0,5,3,0,1,15,1,0,1,0,0,1,3,11,0,2,0,0,0,0,0,0,4,0,0,0,0,5,0,0,5,0,0,0,1,1,3,3,14,0,0,0,0,0,2,4,5,0,9,1,0,2,0,7,0,0,2,0,0,0,0,3,1,0,1,0,2,4,0,10,0,0,0,0,6,0,0,0,1,0,0,0,0,10,0,0,0,5,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manoj Pahwa,2,2,2,0,0,0,1,0,2,1,4,3,0,0,3,8,0,1,3,1,1,0,0,1,2,0,0,1,1,4,1,0,1,0,1,2,0,0,1,0,0,2,1,1,1,2,1,3,0,0,2,2,1,1,5,3,3,2,1,0,3,0,2,8,1,2,1,1,0,1,3,5,0,3,3,2,3,2,0,2,2,2,6,0,2,1,4,4,2,3,16,1,7,2,0,0,4,1,5,3,1,8,6,2,0,4,1,1,1,7,0,1,2,1,0,2,10,4,0,1,4,2,0,1,2,2,9,1,1,9,0,2,0,1,0,0,3,2,5,1,1,3,1,1,5,6,1,1,0,0,7,0,0,1,1,0,2,0,1,0,0,2,1,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,1,2,2,0,0,1,0,1,0,0,2,0,0,1,2,2,1,1,0,0,0,1,0,0,0,0,2,2,0,1,0,2,1,0,1,2,1,0,0,3,0,1,2,0,1,0,0,1,2,0,1,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Chunky Pandey,3,3,18,0,1,1,6,1,3,0,8,1,0,1,9,3,2,1,17,0,3,0,0,3,4,5,7,3,0,0,1,0,0,1,0,6,0,0,2,0,7,3,0,8,0,2,0,5,1,6,2,4,1,0,6,1,4,1,3,5,1,6,2,3,3,0,3,1,2,0,3,1,0,0,4,2,1,1,1,1,2,1,17,4,4,0,6,10,0,1,8,0,3,0,10,4,0,1,1,0,5,2,2,0,0,5,0,0,0,4,0,1,1,1,0,4,3,0,0,3,4,1,0,1,5,3,4,0,1,6,1,3,0,4,0,2,1,2,6,3,1,1,0,1,0,4,1,0,0,0,9,0,0,2,0,1,1,3,0,0,0,1,1,0,0,1,0,1,0,0,0,1,7,0,0,1,1,1,0,0,2,0,1,1,2,0,0,0,1,2,0,0,0,1,2,12,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2,1,2,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ameesha Patel,1,0,6,0,2,0,0,0,0,1,4,0,1,1,1,1,0,0,3,0,0,0,1,3,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,3,1,4,1,2,0,3,0,2,1,1,1,0,4,0,0,1,1,0,0,3,0,2,0,0,2,1,0,1,0,1,0,0,2,1,0,2,0,1,1,0,5,0,0,0,3,2,0,0,2,2,1,2,0,1,1,0,0,2,1,3,1,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,3,4,0,1,6,1,0,0,1,2,0,1,2,1,1,2,1,1,2,3,0,1,0,1,1,3,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,2,0,1,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinay Pathak,0,1,1,0,0,2,1,0,0,0,0,1,0,2,0,4,0,1,1,0,0,0,0,1,2,0,0,0,0,0,3,0,1,0,3,1,0,1,0,1,0,0,0,2,0,3,0,2,0,0,2,1,1,0,0,1,3,0,0,0,0,0,0,0,1,14,0,0,1,1,0,0,0,2,2,4,1,1,0,0,5,2,3,0,1,1,2,0,1,3,5,3,2,1,0,5,1,0,0,0,0,3,5,1,0,2,0,4,0,8,0,0,3,3,0,2,13,0,0,1,1,0,0,3,0,0,3,0,1,1,0,2,0,1,1,0,0,0,1,6,1,0,4,0,21,4,1,1,1,1,0,0,0,3,0,1,0,0,2,1,1,1,5,0,0,1,1,4,0,0,0,0,1,4,0,1,1,0,4,0,0,0,0,0,0,1,0,0,5,0,1,1,1,0,0,2,0,0,1,0,1,0,0,0,0,6,0,2,0,1,2,0,0,2,2,0,1,2,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,1,1,1,0,1,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Prakash Raj,4,0,1,0,0,2,1,1,0,1,3,1,2,2,0,2,1,4,1,1,2,5,0,0,4,0,0,0,0,1,0,0,1,1,1,1,0,7,0,1,0,1,0,2,1,4,14,3,0,1,0,0,0,5,3,0,0,0,2,0,1,0,0,0,0,0,0,1,1,1,1,3,0,1,0,1,0,0,1,2,0,5,5,1,1,3,2,3,3,1,3,0,3,48,0,3,0,2,0,0,0,1,3,5,2,0,1,1,0,0,0,2,0,1,3,0,1,0,0,2,4,8,1,3,0,0,2,0,1,2,0,1,1,0,1,1,2,1,0,0,0,2,0,0,0,4,1,0,1,0,1,7,0,1,0,13,0,0,8,0,0,1,0,0,8,0,0,0,4,0,0,4,3,0,0,1,1,1,3,1,7,1,1,0,0,0,2,0,0,12,0,0,1,0,1,2,0,0,1,6,2,1,0,9,1,1,0,2,0,1,0,2,0,0,2,1,0,0,0,0,0,2,0,9,0,0,3,0,0,0,0,0,0,1,4,0,1,1,0,1,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,3,1,0,0,1,2,0,1,0,0,0,0,4,0,2,0,4,0,0
Amrish Puri,20,11,31,12,3,4,26,11,6,8,12,6,5,3,16,6,4,10,49,3,0,3,2,3,16,16,43,2,11,2,0,1,0,2,1,28,1,0,1,0,13,2,0,17,0,2,1,12,10,11,3,3,4,2,1,0,4,14,10,14,0,26,8,21,13,1,16,4,0,1,3,3,4,1,2,8,0,4,6,12,25,1,28,6,0,0,12,21,0,1,1,3,9,2,5,1,5,1,0,0,0,30,0,3,7,14,1,0,2,20,0,1,0,1,4,4,4,1,1,8,3,8,0,1,0,0,3,0,1,4,1,0,0,0,1,1,0,0,1,0,0,3,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Om Puri,7,5,14,4,3,2,4,0,6,3,8,9,2,2,10,8,0,6,12,6,6,2,1,4,14,13,6,3,6,6,3,1,1,0,1,7,1,1,3,2,8,3,2,12,2,6,1,5,2,15,3,7,9,4,3,0,6,10,0,2,3,7,6,4,8,3,6,5,2,5,5,1,1,10,2,8,1,1,3,3,30,5,17,2,1,8,11,16,6,10,9,6,17,5,0,8,2,3,3,1,30,0,9,2,1,32,1,1,2,35,1,1,2,6,3,13,4,4,0,3,9,8,0,3,3,0,8,0,3,22,6,3,4,0,2,1,0,1,5,7,3,4,0,0,5,15,2,2,2,1,2,2,0,5,3,2,4,1,3,1,1,2,1,0,0,0,2,4,3,0,0,0,5,4,0,0,1,2,3,0,1,0,0,0,1,2,1,0,2,0,0,0,2,1,0,18,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,2,0,1,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,4,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vijay Raaz,5,1,4,0,0,0,2,2,0,0,3,1,2,1,4,1,0,1,7,2,2,0,1,3,5,0,0,3,0,5,0,0,0,1,1,2,0,1,0,2,0,0,2,2,1,4,1,3,0,1,1,0,2,1,4,2,5,0,0,0,1,0,0,2,5,4,2,3,3,1,2,7,1,2,1,2,0,3,0,0,3,3,5,3,1,2,4,5,0,4,18,1,9,2,0,6,2,1,5,3,0,9,0,1,0,8,1,1,2,5,0,0,3,3,0,4,10,0,0,3,8,0,1,0,1,1,10,2,3,20,5,1,1,0,1,1,0,2,1,2,1,0,0,1,4,10,1,0,1,0,1,0,1,1,2,1,2,0,1,1,0,1,0,0,0,2,1,3,0,0,1,0,2,1,1,0,1,1,3,0,0,1,1,0,0,1,0,0,2,0,1,0,1,0,1,10,0,1,0,0,0,1,2,0,1,4,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,2,0,1,1,1,1,0,0,0,1,1,0,2,0,2,1,0,1,0,0,1,1,0,4,3,3,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,3,0,2,0,1,2,1,0,0,0,0,0
Aishwarya Rai Bachchan,7,2,0,0,3,0,0,1,0,0,2,0,1,0,3,3,1,2,2,0,1,2,0,0,1,1,1,8,0,0,1,0,0,4,0,1,0,0,2,1,1,2,0,2,0,1,1,4,0,2,1,2,1,2,0,1,0,0,1,0,0,1,0,3,2,0,1,3,0,1,1,0,0,1,0,6,0,2,0,0,3,2,6,0,1,2,2,2,1,0,3,1,1,4,0,2,0,0,1,5,3,2,1,0,1,3,0,1,0,0,0,1,0,1,0,3,2,1,0,0,1,1,0,1,1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Rajinikanth,3,1,3,3,1,0,3,19,2,1,2,1,0,0,2,0,0,0,12,0,1,0,0,1,0,0,8,0,1,0,0,0,1,0,0,2,0,0,0,0,4,0,0,1,0,0,1,0,4,1,0,2,0,16,0,0,0,0,6,2,0,12,1,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,3,4,0,6,2,0,0,1,2,0,0,0,0,0,7,0,0,0,0,0,2,7,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paresh Rawal,11,9,31,3,1,1,9,7,9,5,20,4,10,1,20,7,2,4,38,11,8,5,1,5,17,10,21,2,9,3,6,1,0,1,1,11,3,0,2,0,8,2,1,10,0,3,1,14,5,27,10,15,5,1,2,1,7,9,3,5,3,20,12,15,12,4,6,5,4,6,6,6,1,4,2,5,2,10,4,4,16,3,34,7,2,0,22,34,1,3,10,3,5,2,3,4,5,1,2,0,14,32,8,3,3,0,2,1,3,15,2,1,0,2,5,17,5,1,0,13,8,11,0,3,5,0,0,0,2,19,3,2,3,1,1,2,0,5,7,4,3,2,2,0,4,21,7,2,1,0,3,2,1,4,5,2,5,1,2,1,3,1,1,1,0,2,1,2,3,2,1,0,4,2,0,0,3,3,1,0,2,0,0,0,0,1,3,0,3,1,1,1,1,0,3,38,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,1,0,3,0,3,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
Fatima Sana Shaikh,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
Raima Sen,4,0,2,1,0,0,0,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,2,2,0,0,0,0,0,1,1,1,1,0,1,0,0,2,1,1,0,2,2,0,1,0,1,4,1,0,1,1,1,0,1,0,0,0,1,1,0,4,2,1,2,2,0,0,1,0,2,0,1,2,0,2,0,1,2,0,0,3,4,0,0,0,1,3,0,0,0,3,0,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,3,1,0,0,2,1,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sushmita Sen,3,0,3,0,1,0,0,0,0,0,1,1,2,1,3,4,0,3,3,1,0,0,1,0,1,0,0,3,2,2,2,1,0,0,0,2,0,0,1,0,0,1,1,1,0,0,0,3,0,1,2,2,1,0,0,1,0,2,0,0,0,2,0,4,0,1,0,1,0,0,2,2,0,0,1,3,2,1,0,0,0,1,4,3,2,0,2,6,0,0,0,2,2,0,0,1,0,0,0,0,2,2,2,0,0,3,0,0,0,1,0,1,0,0,0,3,1,1,0,1,3,1,0,0,2,0,1,0,0,5,1,2,3,1,0,0,1,0,2,0,1,1,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naseeruddin Shah,4,5,16,5,3,0,4,1,6,3,2,1,1,1,8,1,0,5,7,6,5,2,0,2,8,6,8,1,1,5,1,1,1,0,2,6,1,0,0,1,7,0,0,5,2,1,0,5,3,11,4,1,3,1,1,3,5,6,0,0,1,1,5,5,9,8,1,1,1,4,3,5,0,6,2,7,1,1,2,2,17,1,16,3,0,5,3,4,1,3,3,2,3,2,2,7,4,0,8,0,20,35,5,0,0,15,1,1,1,0,6,0,6,4,1,8,8,0,0,3,2,6,2,2,3,0,2,0,1,7,3,1,1,1,0,0,1,1,5,5,2,4,7,0,3,2,0,1,1,1,1,2,1,2,1,0,0,0,1,1,1,3,0,0,0,0,0,4,2,1,0,0,2,1,1,1,2,4,0,2,0,0,0,0,0,1,0,0,5,0,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0,4,1,1,0,2,0,0,1,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
